dni_medico,nombre_especialidad
18648974,Especialidad_166
12417317,Especialidad_628
28811929,Especialidad_321
24112375,Especialidad_264
75193016,Especialidad_521
37156754,Especialidad_503
27343489,Especialidad_994
37302038,Especialidad_723
76412131,Especialidad_84
92028524,Especialidad_922
35073210,Especialidad_742
70757816,Especialidad_735
91239036,Especialidad_346
43755075,Especialidad_800
72217087,Especialidad_629
62010369,Especialidad_277
60548002,Especialidad_670
32692645,Especialidad_977
42042812,Especialidad_515
20444218,Especialidad_874
24159062,Especialidad_502
21254705,Especialidad_100
46247286,Especialidad_368
79369106,Especialidad_158
51086252,Especialidad_996
85077434,Especialidad_519
28071765,Especialidad_602
87391232,Especialidad_583
26000054,Especialidad_331
33859254,Especialidad_681
94420379,Especialidad_389
28783499,Especialidad_683
59950213,Especialidad_959
87411617,Especialidad_561
85708905,Especialidad_853
38193995,Especialidad_499
91507192,Especialidad_286
92461572,Especialidad_301
24518361,Especialidad_967
45888059,Especialidad_974
54437279,Especialidad_961
68407371,Especialidad_901
85777998,Especialidad_412
27279132,Especialidad_321
91556620,Especialidad_38
49140971,Especialidad_17
35976599,Especialidad_672
94728893,Especialidad_206
19644941,Especialidad_448
63860939,Especialidad_389
28676836,Especialidad_254
55382795,Especialidad_134
40848367,Especialidad_740
67886421,Especialidad_956
45849379,Especialidad_67
59516949,Especialidad_596
76674188,Especialidad_43
41320346,Especialidad_695
32079553,Especialidad_385
53413446,Especialidad_937
40786411,Especialidad_486
78070669,Especialidad_46
30443441,Especialidad_256
71187499,Especialidad_105
72084371,Especialidad_452
92807786,Especialidad_948
57089416,Especialidad_625
53531817,Especialidad_187
90387996,Especialidad_462
94382843,Especialidad_633
82818692,Especialidad_245
98108799,Especialidad_932
92027582,Especialidad_731
87928511,Especialidad_277
48104153,Especialidad_43
68373611,Especialidad_397
71471390,Especialidad_41
30951058,Especialidad_147
21317488,Especialidad_428
13683514,Especialidad_955
90267987,Especialidad_77
99132399,Especialidad_135
28181038,Especialidad_250
84329128,Especialidad_119
57814431,Especialidad_29
45633225,Especialidad_673
12613118,Especialidad_145
65699052,Especialidad_306
61721705,Especialidad_747
24440282,Especialidad_346
52334380,Especialidad_687
74432810,Especialidad_131
89584085,Especialidad_896
93552810,Especialidad_240
20115054,Especialidad_963
74663768,Especialidad_764
29558834,Especialidad_653
90526854,Especialidad_302
48965790,Especialidad_950
99917115,Especialidad_304
71156872,Especialidad_568
60987013,Especialidad_562
61557729,Especialidad_185
74906063,Especialidad_807
63860939,Especialidad_808
50779993,Especialidad_223
68196862,Especialidad_257
47132425,Especialidad_715
87391232,Especialidad_658
34875885,Especialidad_837
38670039,Especialidad_610
32333183,Especialidad_481
82161674,Especialidad_92
59878431,Especialidad_595
21921518,Especialidad_187
74308675,Especialidad_20
40848367,Especialidad_606
67570781,Especialidad_170
38938960,Especialidad_405
38543625,Especialidad_524
45583983,Especialidad_964
50265045,Especialidad_900
44763664,Especialidad_148
60436849,Especialidad_625
57722897,Especialidad_422
73609526,Especialidad_314
24586254,Especialidad_120
35407259,Especialidad_272
39584531,Especialidad_233
57477057,Especialidad_402
57860873,Especialidad_755
54122383,Especialidad_552
50952419,Especialidad_636
47435144,Especialidad_19
79902520,Especialidad_822
96012565,Especialidad_998
80814151,Especialidad_664
69748560,Especialidad_878
21628754,Especialidad_980
90505171,Especialidad_776
36184467,Especialidad_225
12030460,Especialidad_78
79316818,Especialidad_964
40687780,Especialidad_203
13655909,Especialidad_609
90059694,Especialidad_424
84869392,Especialidad_767
49127275,Especialidad_966
64653897,Especialidad_255
81313988,Especialidad_158
19630766,Especialidad_920
42925290,Especialidad_473
90320036,Especialidad_381
87026018,Especialidad_626
97154702,Especialidad_129
73073077,Especialidad_55
24211930,Especialidad_246
32348994,Especialidad_406
38670039,Especialidad_619
58747141,Especialidad_99
34279723,Especialidad_979
91353698,Especialidad_310
19181535,Especialidad_358
72658126,Especialidad_347
64730010,Especialidad_106
99596681,Especialidad_372
88272048,Especialidad_855
49676236,Especialidad_944
85795284,Especialidad_363
29886488,Especialidad_845
38857871,Especialidad_227
62574789,Especialidad_939
76366157,Especialidad_40
72301077,Especialidad_901
38194488,Especialidad_429
12883493,Especialidad_365
73031785,Especialidad_183
65665734,Especialidad_556
76617901,Especialidad_662
92629076,Especialidad_484
92383825,Especialidad_557
59507895,Especialidad_175
12168786,Especialidad_715
93398071,Especialidad_971
22052371,Especialidad_693
98466846,Especialidad_42
17985405,Especialidad_821
62955138,Especialidad_877
34857300,Especialidad_637
65123188,Especialidad_630
97015156,Especialidad_275
49116830,Especialidad_834
81540454,Especialidad_449
79797235,Especialidad_323
25540524,Especialidad_102
21233117,Especialidad_141
42782160,Especialidad_793
35582415,Especialidad_51
92234802,Especialidad_814
58454825,Especialidad_812
63356512,Especialidad_145
23137867,Especialidad_801
83163573,Especialidad_570
50059763,Especialidad_560
84322049,Especialidad_435
30653133,Especialidad_818
22545737,Especialidad_538
85106494,Especialidad_946
63329614,Especialidad_711
57657332,Especialidad_973
42591888,Especialidad_734
30397591,Especialidad_376
43023258,Especialidad_476
77606360,Especialidad_215
21233117,Especialidad_519
59268326,Especialidad_47
16898244,Especialidad_146
47195323,Especialidad_209
20330829,Especialidad_890
20991381,Especialidad_690
71907087,Especialidad_391
17937775,Especialidad_26
22750605,Especialidad_715
62243883,Especialidad_401
87130458,Especialidad_947
27086903,Especialidad_318
89734504,Especialidad_959
88947261,Especialidad_65
80317209,Especialidad_276
38611240,Especialidad_622
74937097,Especialidad_448
98644985,Especialidad_738
41320346,Especialidad_246
15804234,Especialidad_854
92940766,Especialidad_146
29931340,Especialidad_807
57599209,Especialidad_887
19623454,Especialidad_279
30220407,Especialidad_839
90448956,Especialidad_121
63862674,Especialidad_105
85239046,Especialidad_327
71593845,Especialidad_815
83510962,Especialidad_348
12414195,Especialidad_810
92777767,Especialidad_676
90602693,Especialidad_675
48916062,Especialidad_29
66433430,Especialidad_99
43499907,Especialidad_266
62318714,Especialidad_534
59154611,Especialidad_349
91965193,Especialidad_769
75072183,Especialidad_639
71532511,Especialidad_443
47613090,Especialidad_141
31073526,Especialidad_654
42206360,Especialidad_100
68483806,Especialidad_225
66149466,Especialidad_238
33624615,Especialidad_575
83207362,Especialidad_528
65003430,Especialidad_587
77551455,Especialidad_526
94508022,Especialidad_707
77685513,Especialidad_926
14297821,Especialidad_425
43687773,Especialidad_144
24978048,Especialidad_662
68599173,Especialidad_337
76787795,Especialidad_991
45870527,Especialidad_481
23693138,Especialidad_728
92927405,Especialidad_892
91445441,Especialidad_867
34020296,Especialidad_429
30107496,Especialidad_609
95165333,Especialidad_269
93539209,Especialidad_833
93757504,Especialidad_43
26890098,Especialidad_959
67061681,Especialidad_584
71031689,Especialidad_387
75184281,Especialidad_777
85247812,Especialidad_426
19424400,Especialidad_218
73744500,Especialidad_747
77768117,Especialidad_652
22096661,Especialidad_854
41201017,Especialidad_533
28475372,Especialidad_950
61135664,Especialidad_989
51978026,Especialidad_879
52477201,Especialidad_405
23073311,Especialidad_870
69338793,Especialidad_100
45129745,Especialidad_462
84767775,Especialidad_150
41026567,Especialidad_690
79981460,Especialidad_367
23783009,Especialidad_596
61670884,Especialidad_49
71653727,Especialidad_882
18325487,Especialidad_789
69625500,Especialidad_340
93098610,Especialidad_645
12242962,Especialidad_787
32871612,Especialidad_922
57145220,Especialidad_267
71668123,Especialidad_403
97240033,Especialidad_389
73695496,Especialidad_939
26947854,Especialidad_527
62776603,Especialidad_740
28533618,Especialidad_210
20939991,Especialidad_208
87458944,Especialidad_184
53181721,Especialidad_216
99193881,Especialidad_508
63193714,Especialidad_337
93890006,Especialidad_664
48119529,Especialidad_241
88178353,Especialidad_778
54472098,Especialidad_1000
25376760,Especialidad_40
22523046,Especialidad_705
67996655,Especialidad_982
36326346,Especialidad_481
99458490,Especialidad_315
50682026,Especialidad_395
44699941,Especialidad_921
84220192,Especialidad_721
11506051,Especialidad_444
83133984,Especialidad_624
62406743,Especialidad_612
20692029,Especialidad_682
21977528,Especialidad_313
25308098,Especialidad_754
99274706,Especialidad_896
27255018,Especialidad_465
89586125,Especialidad_200
55186423,Especialidad_832
61539328,Especialidad_340
87746989,Especialidad_820
50508981,Especialidad_971
51804535,Especialidad_732
90375325,Especialidad_486
14991182,Especialidad_949
10644955,Especialidad_746
54260518,Especialidad_140
64750221,Especialidad_205
52424344,Especialidad_973
95018674,Especialidad_870
84217073,Especialidad_848
34341586,Especialidad_393
96920192,Especialidad_228
46602967,Especialidad_489
69452404,Especialidad_526
77226954,Especialidad_173
44749571,Especialidad_737
86248692,Especialidad_690
45362185,Especialidad_97
33055302,Especialidad_967
27234189,Especialidad_729
66242378,Especialidad_100
94484737,Especialidad_684
56655172,Especialidad_37
80682288,Especialidad_169
90267987,Especialidad_16
26367082,Especialidad_375
32724352,Especialidad_630
89359233,Especialidad_361
27881059,Especialidad_240
62219642,Especialidad_497
46942240,Especialidad_481
20469542,Especialidad_332
13153317,Especialidad_444
68339480,Especialidad_487
93655881,Especialidad_758
53079323,Especialidad_929
93768248,Especialidad_827
13734402,Especialidad_312
66968934,Especialidad_88
50866031,Especialidad_683
92772267,Especialidad_58
26947777,Especialidad_19
48734725,Especialidad_951
45888059,Especialidad_463
48985166,Especialidad_196
48172495,Especialidad_792
44680217,Especialidad_23
24823888,Especialidad_379
84478793,Especialidad_181
57920430,Especialidad_425
74107921,Especialidad_444
91913379,Especialidad_9
11869694,Especialidad_79
38778416,Especialidad_718
11674113,Especialidad_762
88204173,Especialidad_585
23198374,Especialidad_185
55362254,Especialidad_798
46103008,Especialidad_107
18583725,Especialidad_238
55761046,Especialidad_622
89156465,Especialidad_509
35205855,Especialidad_608
10708225,Especialidad_734
56752533,Especialidad_960
10174261,Especialidad_599
67910311,Especialidad_509
62788463,Especialidad_453
36759632,Especialidad_116
58478989,Especialidad_54
48616359,Especialidad_922
70263520,Especialidad_470
73521230,Especialidad_36
91559140,Especialidad_608
10457302,Especialidad_328
62998021,Especialidad_820
54808547,Especialidad_854
91224199,Especialidad_301
89159266,Especialidad_52
66975414,Especialidad_4
46096268,Especialidad_657
70008537,Especialidad_890
56187078,Especialidad_363
91531559,Especialidad_105
76292357,Especialidad_210
34708437,Especialidad_150
67709869,Especialidad_135
59704742,Especialidad_402
98295734,Especialidad_74
99096731,Especialidad_202
59065072,Especialidad_425
15466232,Especialidad_723
35767297,Especialidad_124
55146067,Especialidad_280
30863236,Especialidad_35
56770385,Especialidad_326
55101025,Especialidad_879
81564035,Especialidad_898
15117517,Especialidad_644
87382667,Especialidad_371
76715764,Especialidad_544
29211472,Especialidad_33
79318862,Especialidad_543
66745093,Especialidad_610
17741387,Especialidad_239
34560441,Especialidad_700
49116830,Especialidad_559
82918717,Especialidad_234
27375067,Especialidad_751
83229966,Especialidad_495
44707122,Especialidad_331
97271185,Especialidad_304
21981508,Especialidad_148
75853508,Especialidad_676
37103762,Especialidad_726
69434380,Especialidad_203
36696268,Especialidad_944
94170897,Especialidad_466
15732881,Especialidad_769
29383505,Especialidad_862
14733789,Especialidad_395
13699828,Especialidad_919
99606778,Especialidad_515
83410137,Especialidad_613
87886343,Especialidad_493
64005024,Especialidad_903
48880653,Especialidad_948
22523046,Especialidad_550
39430759,Especialidad_753
40431347,Especialidad_567
41725438,Especialidad_520
69231443,Especialidad_160
79902520,Especialidad_224
86311677,Especialidad_44
18729838,Especialidad_546
64322785,Especialidad_786
93053690,Especialidad_923
35845719,Especialidad_244
53550066,Especialidad_438
95667119,Especialidad_201
49629536,Especialidad_412
54016902,Especialidad_533
76366157,Especialidad_7
44763664,Especialidad_670
73703824,Especialidad_61
30551067,Especialidad_839
93230316,Especialidad_69
63695825,Especialidad_130
67905989,Especialidad_285
77232313,Especialidad_834
29132753,Especialidad_954
22677676,Especialidad_101
54472098,Especialidad_641
35305699,Especialidad_583
69813567,Especialidad_118
49214242,Especialidad_36
66416444,Especialidad_233
26292664,Especialidad_980
70870826,Especialidad_723
84234545,Especialidad_872
52169116,Especialidad_940
73382208,Especialidad_256
77568855,Especialidad_409
61269387,Especialidad_815
77606360,Especialidad_126
88591613,Especialidad_416
88894835,Especialidad_778
21609448,Especialidad_821
19908685,Especialidad_796
65266946,Especialidad_217
90696306,Especialidad_232
19240486,Especialidad_130
54296384,Especialidad_448
99146154,Especialidad_770
42322407,Especialidad_375
37053805,Especialidad_553
24490307,Especialidad_714
39724275,Especialidad_920
75583474,Especialidad_235
92678501,Especialidad_569
87142638,Especialidad_958
61896973,Especialidad_622
16475664,Especialidad_469
23475510,Especialidad_291
48043033,Especialidad_99
83211173,Especialidad_54
71087001,Especialidad_328
58183929,Especialidad_696
99210231,Especialidad_80
90387996,Especialidad_438
21039815,Especialidad_333
78952402,Especialidad_767
20619228,Especialidad_152
54153815,Especialidad_451
41326129,Especialidad_505
21655981,Especialidad_994
86440616,Especialidad_217
69938780,Especialidad_271
17437333,Especialidad_761
40919335,Especialidad_658
97155707,Especialidad_223
76211185,Especialidad_448
57735824,Especialidad_929
84203021,Especialidad_188
66149466,Especialidad_780
38560701,Especialidad_259
50201424,Especialidad_47
62406743,Especialidad_764
10792421,Especialidad_800
76081713,Especialidad_466
48140791,Especialidad_421
83644520,Especialidad_270
91216015,Especialidad_165
91219675,Especialidad_682
74285385,Especialidad_265
63559433,Especialidad_398
16825096,Especialidad_459
12883493,Especialidad_332
57932837,Especialidad_425
39383335,Especialidad_828
80000778,Especialidad_630
18092611,Especialidad_772
53424982,Especialidad_790
97068964,Especialidad_332
10894693,Especialidad_362
19827416,Especialidad_628
27234189,Especialidad_193
23784007,Especialidad_878
24058487,Especialidad_682
25457046,Especialidad_664
74302110,Especialidad_35
98850775,Especialidad_587
11064112,Especialidad_215
39380283,Especialidad_436
95242220,Especialidad_909
39659899,Especialidad_244
58478989,Especialidad_520
52827568,Especialidad_587
98883981,Especialidad_637
74142587,Especialidad_68
80616219,Especialidad_188
68999595,Especialidad_469
76382301,Especialidad_253
39355112,Especialidad_571
36421299,Especialidad_504
70978035,Especialidad_18
75853508,Especialidad_242
46846033,Especialidad_886
12508423,Especialidad_665
50532762,Especialidad_646
15117517,Especialidad_410
74199995,Especialidad_355
72619319,Especialidad_3
44340311,Especialidad_589
66921736,Especialidad_984
46878433,Especialidad_908
94432214,Especialidad_60
70814523,Especialidad_609
83303698,Especialidad_466
11027146,Especialidad_666
37325052,Especialidad_153
37270079,Especialidad_654
87476256,Especialidad_615
78210927,Especialidad_517
79586719,Especialidad_445
19269571,Especialidad_556
27820978,Especialidad_368
72086333,Especialidad_512
82790755,Especialidad_189
62639974,Especialidad_871
64470977,Especialidad_676
11902152,Especialidad_628
57988861,Especialidad_326
32137203,Especialidad_824
81454946,Especialidad_459
56918308,Especialidad_718
54286820,Especialidad_17
94727275,Especialidad_145
14539278,Especialidad_31
10792421,Especialidad_479
12892794,Especialidad_386
67886421,Especialidad_493
69699966,Especialidad_481
83015452,Especialidad_403
66961563,Especialidad_280
83769310,Especialidad_793
96488597,Especialidad_134
70079816,Especialidad_717
50541785,Especialidad_185
76753380,Especialidad_709
27552149,Especialidad_997
77606360,Especialidad_825
82615001,Especialidad_475
85193918,Especialidad_486
21483425,Especialidad_981
89220047,Especialidad_612
82847231,Especialidad_727
40005382,Especialidad_115
59812558,Especialidad_618
72086333,Especialidad_431
13463481,Especialidad_568
90673355,Especialidad_455
64847114,Especialidad_276
25367814,Especialidad_583
33381828,Especialidad_730
37110679,Especialidad_285
32255110,Especialidad_407
64082727,Especialidad_528
61642323,Especialidad_657
63620272,Especialidad_492
91913379,Especialidad_906
10986657,Especialidad_148
35651721,Especialidad_95
68037699,Especialidad_217
50514112,Especialidad_222
43780002,Especialidad_116
94533551,Especialidad_139
72507984,Especialidad_915
37345232,Especialidad_530
78770501,Especialidad_124
15480606,Especialidad_749
70822021,Especialidad_247
81406125,Especialidad_295
20868783,Especialidad_430
95175780,Especialidad_786
48218214,Especialidad_493
85344396,Especialidad_965
75662258,Especialidad_430
92860682,Especialidad_724
93252971,Especialidad_973
20650389,Especialidad_265
20029101,Especialidad_416
71048106,Especialidad_570
86298745,Especialidad_632
83378824,Especialidad_731
35813545,Especialidad_312
24211815,Especialidad_106
25194926,Especialidad_517
86482091,Especialidad_151
16536566,Especialidad_929
22352294,Especialidad_764
23031230,Especialidad_520
44401860,Especialidad_316
69335986,Especialidad_95
64857996,Especialidad_314
58645783,Especialidad_898
82187708,Especialidad_728
64354035,Especialidad_544
77387573,Especialidad_224
10128913,Especialidad_922
20444218,Especialidad_133
39223380,Especialidad_527
50038548,Especialidad_71
20734167,Especialidad_516
26233185,Especialidad_244
88880413,Especialidad_217
87712480,Especialidad_829
41749890,Especialidad_500
51423497,Especialidad_2
50419833,Especialidad_219
53181721,Especialidad_745
63264799,Especialidad_539
75602468,Especialidad_727
83647731,Especialidad_162
10474107,Especialidad_960
63862674,Especialidad_350
81007352,Especialidad_650
35758729,Especialidad_222
37147843,Especialidad_583
74902668,Especialidad_147
72164584,Especialidad_214
11506051,Especialidad_66
44659565,Especialidad_314
46047390,Especialidad_611
16129893,Especialidad_399
68037699,Especialidad_333
40734098,Especialidad_324
90518856,Especialidad_945
17699274,Especialidad_459
90432115,Especialidad_712
96491810,Especialidad_560
97786388,Especialidad_495
64375866,Especialidad_139
27718126,Especialidad_483
80957017,Especialidad_463
34292926,Especialidad_18
36720805,Especialidad_915
41215576,Especialidad_914
43645443,Especialidad_30
21490304,Especialidad_229
49660004,Especialidad_194
14942618,Especialidad_246
60871318,Especialidad_592
98029553,Especialidad_453
94522128,Especialidad_653
76468879,Especialidad_329
16556070,Especialidad_372
17707312,Especialidad_882
11476401,Especialidad_650
71694107,Especialidad_212
13831074,Especialidad_789
54001086,Especialidad_399
53070059,Especialidad_897
24688824,Especialidad_276
68145169,Especialidad_611
83697143,Especialidad_99
12415330,Especialidad_727
43125826,Especialidad_723
25314696,Especialidad_875
81313988,Especialidad_54
43269790,Especialidad_882
29520467,Especialidad_80
25903205,Especialidad_21
21527135,Especialidad_523
76780612,Especialidad_740
88185336,Especialidad_497
68759851,Especialidad_220
30403032,Especialidad_729
77895158,Especialidad_654
40841474,Especialidad_791
93189599,Especialidad_254
14636763,Especialidad_835
75062487,Especialidad_367
96898050,Especialidad_524
95140748,Especialidad_200
11567696,Especialidad_116
60592233,Especialidad_456
91445441,Especialidad_831
23892005,Especialidad_771
48239658,Especialidad_251
80253281,Especialidad_188
44516276,Especialidad_578
84346805,Especialidad_897
99216146,Especialidad_379
16458247,Especialidad_599
50687201,Especialidad_217
20504616,Especialidad_732
88739083,Especialidad_405
93504422,Especialidad_568
24388437,Especialidad_54
28165972,Especialidad_145
91988974,Especialidad_630
46291049,Especialidad_255
87471202,Especialidad_358
24841686,Especialidad_792
14673397,Especialidad_6
60317021,Especialidad_814
76674188,Especialidad_71
87051004,Especialidad_330
23241114,Especialidad_494
79678593,Especialidad_306
81044961,Especialidad_410
42152065,Especialidad_932
53358725,Especialidad_550
28461891,Especialidad_93
21490304,Especialidad_870
88695406,Especialidad_450
13831074,Especialidad_668
69490059,Especialidad_739
34196568,Especialidad_602
91790335,Especialidad_324
43600442,Especialidad_383
31904675,Especialidad_913
16475664,Especialidad_987
75313708,Especialidad_888
44385647,Especialidad_572
80299456,Especialidad_121
62596429,Especialidad_400
59910210,Especialidad_45
80079586,Especialidad_708
90728828,Especialidad_132
91073494,Especialidad_938
10477621,Especialidad_307
25915519,Especialidad_957
38149726,Especialidad_384
60871318,Especialidad_2
52132541,Especialidad_759
34364063,Especialidad_219
81375405,Especialidad_643
86885990,Especialidad_234
54845699,Especialidad_337
65065992,Especialidad_375
17010991,Especialidad_345
14237102,Especialidad_502
78029920,Especialidad_281
72260205,Especialidad_872
43780002,Especialidad_13
71444973,Especialidad_1
35407259,Especialidad_231
96213115,Especialidad_645
60137625,Especialidad_801
45625725,Especialidad_351
14484464,Especialidad_201
67061681,Especialidad_638
15938664,Especialidad_441
72231279,Especialidad_976
21648684,Especialidad_520
10128913,Especialidad_561
92089355,Especialidad_677
10596981,Especialidad_322
47551136,Especialidad_837
80210681,Especialidad_747
64177033,Especialidad_948
20980622,Especialidad_177
92862234,Especialidad_983
36925550,Especialidad_794
73835335,Especialidad_14
43037402,Especialidad_218
51912561,Especialidad_596
61441302,Especialidad_65
81079767,Especialidad_338
88519802,Especialidad_676
27802591,Especialidad_533
45101202,Especialidad_43
24702199,Especialidad_574
73883748,Especialidad_445
59795531,Especialidad_962
33404450,Especialidad_707
12510786,Especialidad_546
25727780,Especialidad_490
71785990,Especialidad_226
48848399,Especialidad_488
58584807,Especialidad_978
27202130,Especialidad_550
12994809,Especialidad_53
66608158,Especialidad_347
25160757,Especialidad_148
78753164,Especialidad_872
20115054,Especialidad_256
18158628,Especialidad_667
14168587,Especialidad_63
33146054,Especialidad_649
77096331,Especialidad_739
15048200,Especialidad_750
16396264,Especialidad_972
17778587,Especialidad_700
10862814,Especialidad_991
12259452,Especialidad_349
42024662,Especialidad_280
96135739,Especialidad_977
37806521,Especialidad_400
99561561,Especialidad_345
94053979,Especialidad_405
81308162,Especialidad_471
68116880,Especialidad_140
16536566,Especialidad_249
76018307,Especialidad_812
63545886,Especialidad_387
92678501,Especialidad_926
14290498,Especialidad_813
28733130,Especialidad_202
19149655,Especialidad_982
19992381,Especialidad_224
38325571,Especialidad_444
16981465,Especialidad_581
82377947,Especialidad_133
76574051,Especialidad_665
47622896,Especialidad_464
30715908,Especialidad_607
54916825,Especialidad_999
91000557,Especialidad_158
51256946,Especialidad_226
61144786,Especialidad_549
40976432,Especialidad_693
81375405,Especialidad_515
38448280,Especialidad_357
20430146,Especialidad_234
43937897,Especialidad_244
28533618,Especialidad_44
78029920,Especialidad_37
99113853,Especialidad_914
13691939,Especialidad_966
46291049,Especialidad_617
48018223,Especialidad_622
57690314,Especialidad_402
57250302,Especialidad_84
98633495,Especialidad_422
33182343,Especialidad_428
39015808,Especialidad_44
92740152,Especialidad_224
29408304,Especialidad_98
10477621,Especialidad_307
72309327,Especialidad_30
70685655,Especialidad_804
98295734,Especialidad_922
92777767,Especialidad_607
45903460,Especialidad_569
35183226,Especialidad_731
62422130,Especialidad_89
93093019,Especialidad_356
84268755,Especialidad_770
55696387,Especialidad_577
34391676,Especialidad_834
55717839,Especialidad_968
70380895,Especialidad_587
82594480,Especialidad_363
17098142,Especialidad_548
42322407,Especialidad_298
18344952,Especialidad_837
13781461,Especialidad_429
47586940,Especialidad_375
51660095,Especialidad_144
98934672,Especialidad_783
50754051,Especialidad_389
73416397,Especialidad_868
45963886,Especialidad_478
68057147,Especialidad_275
14706948,Especialidad_621
71176556,Especialidad_319
61546179,Especialidad_88
99542346,Especialidad_827
53034958,Especialidad_583
60825929,Especialidad_602
16226311,Especialidad_427
23467512,Especialidad_870
41736965,Especialidad_316
11064112,Especialidad_282
49116830,Especialidad_84
42550441,Especialidad_668
34503509,Especialidad_515
92316490,Especialidad_601
17330268,Especialidad_914
35865244,Especialidad_727
97821650,Especialidad_914
77073224,Especialidad_407
65283724,Especialidad_621
89883883,Especialidad_595
68569056,Especialidad_870
45057319,Especialidad_596
72105203,Especialidad_415
42698214,Especialidad_605
24518361,Especialidad_5
66610519,Especialidad_497
44146903,Especialidad_922
54634826,Especialidad_37
43461820,Especialidad_964
52431877,Especialidad_47
80000778,Especialidad_137
61303301,Especialidad_20
50496360,Especialidad_611
18043502,Especialidad_593
75721902,Especialidad_32
56594461,Especialidad_125
43871456,Especialidad_601
43542179,Especialidad_943
31254865,Especialidad_16
33119368,Especialidad_589
16898244,Especialidad_567
94075478,Especialidad_477
79091277,Especialidad_681
92881566,Especialidad_470
83827517,Especialidad_679
94978463,Especialidad_216
63195890,Especialidad_827
84847249,Especialidad_255
54082703,Especialidad_653
20353414,Especialidad_413
86788938,Especialidad_648
79140452,Especialidad_424
16961154,Especialidad_469
14381203,Especialidad_547
26115275,Especialidad_625
74142587,Especialidad_72
23626479,Especialidad_852
20021881,Especialidad_124
28841817,Especialidad_533
91507192,Especialidad_594
99053163,Especialidad_581
84742102,Especialidad_975
42042812,Especialidad_12
87300882,Especialidad_344
92279659,Especialidad_887
49826755,Especialidad_78
90797814,Especialidad_538
74022325,Especialidad_8
53465161,Especialidad_805
66227956,Especialidad_848
23139043,Especialidad_495
36988038,Especialidad_348
70604882,Especialidad_977
61786630,Especialidad_171
22780494,Especialidad_746
44646214,Especialidad_46
93603546,Especialidad_529
42703670,Especialidad_938
63552962,Especialidad_741
72354283,Especialidad_239
74717587,Especialidad_254
31122872,Especialidad_594
78465167,Especialidad_527
79819078,Especialidad_439
47966671,Especialidad_712
94118324,Especialidad_580
48052475,Especialidad_337
62158997,Especialidad_887
70499124,Especialidad_111
88398840,Especialidad_391
