dni_medico,nombre_especialidad
38531281,Especialidad_4647
77665652,Especialidad_4014
46114585,Especialidad_5248
18744213,Especialidad_2665
75609558,Especialidad_7510
16924314,Especialidad_1480
52857392,Especialidad_70
38762562,Especialidad_5600
45294598,Especialidad_8179
79846918,Especialidad_1890
78382879,Especialidad_159
33470344,Especialidad_6619
23058096,Especialidad_2367
43675070,Especialidad_1586
48219751,Especialidad_4751
76786273,Especialidad_4927
54938047,Especialidad_4226
42649596,Especialidad_8923
10955100,Especialidad_3849
99793298,Especialidad_6598
12009040,Especialidad_3101
39741794,Especialidad_8642
17026427,Especialidad_1355
83256374,Especialidad_3715
87341747,Especialidad_2674
91425774,Especialidad_1685
73737772,Especialidad_8835
47589825,Especialidad_9610
89079251,Especialidad_9451
31391952,Especialidad_3326
72667178,Especialidad_4138
34575599,Especialidad_8943
56016501,Especialidad_834
19054877,Especialidad_5956
44763299,Especialidad_1696
27399726,Especialidad_2898
63030786,Especialidad_7469
96049230,Especialidad_1405
19946521,Especialidad_1449
67815433,Especialidad_1576
83820762,Especialidad_8783
31643820,Especialidad_1138
71045929,Especialidad_6947
66403323,Especialidad_3358
15203128,Especialidad_2315
61107475,Especialidad_2733
88192930,Especialidad_2750
57580763,Especialidad_7441
19197830,Especialidad_9645
54124922,Especialidad_7428
90003504,Especialidad_4414
71244954,Especialidad_3570
70553791,Especialidad_9998
99716162,Especialidad_3496
74807728,Especialidad_7034
41376267,Especialidad_9219
15568794,Especialidad_5374
87689822,Especialidad_8005
80955114,Especialidad_1058
57601004,Especialidad_8552
54337240,Especialidad_1707
26346904,Especialidad_2603
47495693,Especialidad_1477
52804452,Especialidad_3226
23208294,Especialidad_5369
97948647,Especialidad_5567
91701253,Especialidad_2103
18161244,Especialidad_9642
30893073,Especialidad_1997
48085351,Especialidad_6843
32073583,Especialidad_2535
37135867,Especialidad_9171
75168509,Especialidad_520
42838775,Especialidad_3466
57426454,Especialidad_8140
77867006,Especialidad_2326
85066894,Especialidad_1297
46146992,Especialidad_2572
86102295,Especialidad_4960
21703226,Especialidad_1593
57330603,Especialidad_2600
53366459,Especialidad_2999
67410038,Especialidad_9444
50641286,Especialidad_5922
52521862,Especialidad_2347
79936909,Especialidad_9060
24880920,Especialidad_4368
21822607,Especialidad_3964
58270014,Especialidad_9670
23763814,Especialidad_1446
69492190,Especialidad_9595
87654746,Especialidad_4705
19207286,Especialidad_1184
69125282,Especialidad_2949
11774622,Especialidad_2239
24436794,Especialidad_2503
75372619,Especialidad_5226
91246066,Especialidad_8727
79948066,Especialidad_4977
22050531,Especialidad_677
91461212,Especialidad_9270
83701695,Especialidad_3032
89312668,Especialidad_5065
70162678,Especialidad_2307
26847600,Especialidad_4451
91397978,Especialidad_7963
20919094,Especialidad_460
89662036,Especialidad_8995
88817451,Especialidad_9382
20336681,Especialidad_2940
85003332,Especialidad_825
99568001,Especialidad_8611
32612523,Especialidad_5584
94457022,Especialidad_5277
59015896,Especialidad_6551
89621257,Especialidad_4777
16017767,Especialidad_5857
96594710,Especialidad_4037
42404797,Especialidad_3434
11663127,Especialidad_3835
22641785,Especialidad_6857
92455252,Especialidad_2609
35654246,Especialidad_8643
48474916,Especialidad_5190
23268879,Especialidad_9350
10993593,Especialidad_1441
92323886,Especialidad_1199
52828792,Especialidad_3524
25622997,Especialidad_8407
44160161,Especialidad_6056
69679968,Especialidad_5225
45233238,Especialidad_507
55126930,Especialidad_9111
46180488,Especialidad_8935
66363368,Especialidad_2780
97709761,Especialidad_3831
46239927,Especialidad_9670
35853828,Especialidad_9709
93412573,Especialidad_1516
25911070,Especialidad_875
37762167,Especialidad_8855
53401472,Especialidad_5224
72371826,Especialidad_3910
65925708,Especialidad_2019
33671882,Especialidad_165
58055822,Especialidad_850
25520407,Especialidad_5557
37093107,Especialidad_1413
20743665,Especialidad_8086
79486144,Especialidad_5741
34286659,Especialidad_8837
89996250,Especialidad_4327
34785975,Especialidad_1444
40145821,Especialidad_453
22748395,Especialidad_8148
67276367,Especialidad_7927
44022050,Especialidad_5261
52499029,Especialidad_3266
61722153,Especialidad_4245
75522278,Especialidad_6653
10850823,Especialidad_7958
86707048,Especialidad_911
92148434,Especialidad_2164
52100411,Especialidad_6722
33679773,Especialidad_9851
88350509,Especialidad_4739
41324756,Especialidad_7073
71177541,Especialidad_6569
51630068,Especialidad_163
52967129,Especialidad_6642
68018662,Especialidad_3001
78808183,Especialidad_4245
54061407,Especialidad_7803
53813569,Especialidad_4106
28124944,Especialidad_5440
25170504,Especialidad_5001
19919305,Especialidad_4662
48520521,Especialidad_5879
91296899,Especialidad_4279
47417960,Especialidad_9894
95813671,Especialidad_4134
25671253,Especialidad_844
12405233,Especialidad_8425
86767411,Especialidad_8106
42077224,Especialidad_9504
69601435,Especialidad_4894
58483010,Especialidad_3409
98374178,Especialidad_7274
72058174,Especialidad_4062
50889346,Especialidad_5682
51661291,Especialidad_1617
90841995,Especialidad_1337
97151764,Especialidad_9488
82133853,Especialidad_6071
98014324,Especialidad_1894
33391626,Especialidad_6056
31020414,Especialidad_9637
68927473,Especialidad_2979
98773985,Especialidad_3575
94785890,Especialidad_6288
15346387,Especialidad_2753
59781508,Especialidad_7784
65912845,Especialidad_234
89299219,Especialidad_5941
85421008,Especialidad_5247
18716454,Especialidad_517
13424124,Especialidad_3953
26352845,Especialidad_6502
65400943,Especialidad_9654
92002519,Especialidad_2276
61449043,Especialidad_4102
11890165,Especialidad_4233
24604570,Especialidad_940
57290547,Especialidad_5045
54267338,Especialidad_7271
23149825,Especialidad_2604
80588214,Especialidad_9391
89582117,Especialidad_7037
46936501,Especialidad_5976
83705596,Especialidad_3409
28390450,Especialidad_5266
28628599,Especialidad_1262
60334434,Especialidad_3666
78513323,Especialidad_3210
33937426,Especialidad_3080
20019281,Especialidad_5620
95621110,Especialidad_8839
51627855,Especialidad_1973
66454914,Especialidad_8834
80606310,Especialidad_3719
26844935,Especialidad_1120
72170773,Especialidad_266
22223080,Especialidad_4977
91063914,Especialidad_7373
54201223,Especialidad_4693
97643632,Especialidad_2362
37310393,Especialidad_2337
58614997,Especialidad_4749
60491547,Especialidad_9527
41187068,Especialidad_2983
10219467,Especialidad_6855
56772485,Especialidad_3916
43044745,Especialidad_5516
37211493,Especialidad_9053
96992409,Especialidad_7197
34317106,Especialidad_3931
36073847,Especialidad_9317
15395791,Especialidad_9147
69251853,Especialidad_8203
23590429,Especialidad_5361
20761409,Especialidad_2826
21372058,Especialidad_5126
87499193,Especialidad_9271
74414695,Especialidad_4654
10831502,Especialidad_2434
78400327,Especialidad_8843
34171683,Especialidad_9763
60205773,Especialidad_908
25253942,Especialidad_3773
90736302,Especialidad_6417
56744367,Especialidad_5609
23164599,Especialidad_7568
87193234,Especialidad_8732
67930329,Especialidad_1512
24861355,Especialidad_5080
64229132,Especialidad_8684
65706371,Especialidad_2786
58999259,Especialidad_9085
94715741,Especialidad_1066
13188367,Especialidad_3508
59568861,Especialidad_608
26806914,Especialidad_5303
71106418,Especialidad_2134
12201077,Especialidad_6155
49846976,Especialidad_6257
20367344,Especialidad_4884
19662702,Especialidad_4444
74461556,Especialidad_9597
34418963,Especialidad_1657
55876070,Especialidad_476
43418003,Especialidad_423
76698966,Especialidad_1027
59050416,Especialidad_6559
44727680,Especialidad_1835
96570266,Especialidad_1474
33001413,Especialidad_1691
89468854,Especialidad_947
66163765,Especialidad_5443
70186496,Especialidad_6440
33814091,Especialidad_2972
89039153,Especialidad_2938
70700105,Especialidad_1727
70407446,Especialidad_4052
28463775,Especialidad_1257
59611731,Especialidad_5014
64350428,Especialidad_818
51827736,Especialidad_9664
85528474,Especialidad_9848
53190301,Especialidad_3995
29931342,Especialidad_2695
24814574,Especialidad_8815
50506185,Especialidad_4943
74945872,Especialidad_9987
63180882,Especialidad_8568
54653104,Especialidad_3912
74363856,Especialidad_3896
12906855,Especialidad_602
74282060,Especialidad_5934
36139119,Especialidad_1428
56643268,Especialidad_7259
82606440,Especialidad_8524
62957194,Especialidad_9159
18965525,Especialidad_8690
40067638,Especialidad_3442
98692595,Especialidad_8575
37522381,Especialidad_2948
33286006,Especialidad_5652
79246177,Especialidad_4617
39883244,Especialidad_8061
95861104,Especialidad_9114
64356945,Especialidad_5018
39479243,Especialidad_543
46363479,Especialidad_684
96627549,Especialidad_6664
33097386,Especialidad_4009
19492577,Especialidad_1784
18481723,Especialidad_9879
65967571,Especialidad_3658
87373189,Especialidad_8676
80351992,Especialidad_2087
99124097,Especialidad_3061
33213982,Especialidad_1469
12013409,Especialidad_3172
29980475,Especialidad_167
32850753,Especialidad_2238
72936262,Especialidad_6595
79073144,Especialidad_7177
89930916,Especialidad_6247
79457887,Especialidad_8541
44837021,Especialidad_2481
28021656,Especialidad_5284
26956778,Especialidad_1805
88594612,Especialidad_5308
64236230,Especialidad_6858
22974551,Especialidad_5047
23287759,Especialidad_7454
89828138,Especialidad_3536
49252293,Especialidad_8261
98264620,Especialidad_1399
16428910,Especialidad_434
81534086,Especialidad_1815
24544292,Especialidad_9491
54495029,Especialidad_1998
40508900,Especialidad_8217
39681692,Especialidad_5812
85476844,Especialidad_4696
74523396,Especialidad_6798
22600028,Especialidad_3714
19931822,Especialidad_2734
85622152,Especialidad_3386
89999826,Especialidad_9943
94668785,Especialidad_8512
80355987,Especialidad_7313
30509576,Especialidad_9981
15094982,Especialidad_3047
31429024,Especialidad_4869
36094713,Especialidad_8968
92142392,Especialidad_2846
21435636,Especialidad_3268
96608645,Especialidad_8487
62881615,Especialidad_3828
78432625,Especialidad_9782
28612890,Especialidad_6759
55214727,Especialidad_1032
33998032,Especialidad_5789
44229024,Especialidad_2916
95649165,Especialidad_1620
11420976,Especialidad_7338
82261257,Especialidad_5095
29308683,Especialidad_3702
40608205,Especialidad_1263
78345334,Especialidad_9842
48631425,Especialidad_6049
98823941,Especialidad_6426
33957419,Especialidad_7925
72905990,Especialidad_7102
31419375,Especialidad_5732
45413288,Especialidad_6206
29312007,Especialidad_6069
89439062,Especialidad_3364
96219564,Especialidad_2262
66923538,Especialidad_62
67993002,Especialidad_2336
98716014,Especialidad_7415
73417442,Especialidad_44
98220210,Especialidad_7030
78365374,Especialidad_9804
95637377,Especialidad_8624
38348328,Especialidad_1811
95797151,Especialidad_3569
14427683,Especialidad_6719
59242600,Especialidad_9316
37114312,Especialidad_1441
86001297,Especialidad_4621
77669281,Especialidad_7132
28743997,Especialidad_3387
21555010,Especialidad_8167
15499178,Especialidad_6806
96193286,Especialidad_3792
64758556,Especialidad_9581
88501387,Especialidad_8545
92043249,Especialidad_2079
38140458,Especialidad_7794
37650121,Especialidad_7202
79634267,Especialidad_5662
44383133,Especialidad_9328
66974516,Especialidad_7518
94855735,Especialidad_9080
81778295,Especialidad_3506
33193818,Especialidad_5440
97713581,Especialidad_6802
34064478,Especialidad_1998
60269571,Especialidad_4647
23940389,Especialidad_6331
72914887,Especialidad_6528
22705301,Especialidad_8225
29317654,Especialidad_5747
12171721,Especialidad_2630
42635539,Especialidad_1368
63376358,Especialidad_638
82240619,Especialidad_7734
37324749,Especialidad_2567
11138871,Especialidad_9678
22007596,Especialidad_9769
98979089,Especialidad_7616
44689433,Especialidad_6053
59730635,Especialidad_2962
79922464,Especialidad_1031
29054014,Especialidad_1012
39803893,Especialidad_7148
99666020,Especialidad_9089
16830882,Especialidad_9394
77123550,Especialidad_7910
21330553,Especialidad_3435
49275103,Especialidad_189
68510307,Especialidad_8847
96384934,Especialidad_4238
78998599,Especialidad_6320
93633090,Especialidad_117
81517444,Especialidad_4357
78409130,Especialidad_5955
46425953,Especialidad_2947
27537426,Especialidad_8924
50147436,Especialidad_5133
34789890,Especialidad_8677
73735810,Especialidad_5909
42624780,Especialidad_1197
22346028,Especialidad_3029
10221599,Especialidad_1954
44256372,Especialidad_854
42926146,Especialidad_5337
89587531,Especialidad_6223
98339884,Especialidad_1834
43392324,Especialidad_9210
99242977,Especialidad_7862
66853210,Especialidad_8821
76742042,Especialidad_6468
76603534,Especialidad_3472
54878170,Especialidad_9683
44533095,Especialidad_8475
39829633,Especialidad_2222
87681629,Especialidad_8307
42367107,Especialidad_3995
10497730,Especialidad_7163
86734777,Especialidad_2265
83948451,Especialidad_2408
14116615,Especialidad_1265
31188361,Especialidad_684
26461926,Especialidad_4015
99938361,Especialidad_2056
98395898,Especialidad_9250
15069185,Especialidad_1729
83076599,Especialidad_776
53156298,Especialidad_6036
48834441,Especialidad_2428
96787713,Especialidad_1797
28050296,Especialidad_7457
69846660,Especialidad_5061
77643240,Especialidad_2854
19300044,Especialidad_7488
22075811,Especialidad_8078
84058418,Especialidad_4745
45898430,Especialidad_6417
79907694,Especialidad_6006
62067425,Especialidad_8417
79590397,Especialidad_9982
12499150,Especialidad_1995
89464436,Especialidad_2166
80352219,Especialidad_6722
69096142,Especialidad_4788
80157719,Especialidad_9129
44759070,Especialidad_326
10737568,Especialidad_3417
67874051,Especialidad_7534
56040653,Especialidad_2302
15853334,Especialidad_9251
72893902,Especialidad_9348
45104728,Especialidad_7907
25436336,Especialidad_7788
41638745,Especialidad_8684
15411082,Especialidad_9599
60174024,Especialidad_3540
26131329,Especialidad_6992
22916603,Especialidad_6483
87420776,Especialidad_744
78464652,Especialidad_1173
39358755,Especialidad_9129
77350716,Especialidad_8181
10081133,Especialidad_6045
84333644,Especialidad_2129
55039498,Especialidad_5701
17567594,Especialidad_3921
37445340,Especialidad_4415
46100987,Especialidad_1531
89103417,Especialidad_3115
69788887,Especialidad_993
62962259,Especialidad_8027
80006958,Especialidad_2551
86546241,Especialidad_7639
58793147,Especialidad_742
68301814,Especialidad_7056
45076978,Especialidad_4824
38384844,Especialidad_9154
37604677,Especialidad_7937
40851398,Especialidad_6954
58945730,Especialidad_8672
11920908,Especialidad_7494
98985003,Especialidad_6023
11804420,Especialidad_4334
93843046,Especialidad_1503
11413475,Especialidad_8045
58746351,Especialidad_929
21190996,Especialidad_307
69077182,Especialidad_1464
91856219,Especialidad_2558
61244429,Especialidad_2425
27989298,Especialidad_7607
90833415,Especialidad_1672
16256120,Especialidad_1534
84627998,Especialidad_920
58730358,Especialidad_9952
51021366,Especialidad_9813
57774469,Especialidad_4509
47548067,Especialidad_5985
61788950,Especialidad_3646
93141261,Especialidad_1301
84656928,Especialidad_338
85126150,Especialidad_1977
43208582,Especialidad_5570
23497428,Especialidad_5852
53152920,Especialidad_1970
18146914,Especialidad_4663
82039107,Especialidad_7917
72919435,Especialidad_844
77690666,Especialidad_9296
78333606,Especialidad_7925
58116882,Especialidad_4129
58661232,Especialidad_18
40647957,Especialidad_2535
60066166,Especialidad_2234
23278095,Especialidad_9678
37265153,Especialidad_7085
51089652,Especialidad_2944
91206184,Especialidad_2984
26912729,Especialidad_8039
98501069,Especialidad_8260
17968226,Especialidad_2260
40016329,Especialidad_720
31716263,Especialidad_5172
55629431,Especialidad_8466
84023026,Especialidad_349
89068442,Especialidad_1690
83321378,Especialidad_831
46825323,Especialidad_8046
87035554,Especialidad_6196
33100619,Especialidad_7577
72805611,Especialidad_9931
21461029,Especialidad_8920
69653566,Especialidad_4753
77166981,Especialidad_8949
78039089,Especialidad_5676
18502760,Especialidad_3359
80705544,Especialidad_7245
69039299,Especialidad_3908
79301553,Especialidad_2477
82956489,Especialidad_3451
81511037,Especialidad_197
31287218,Especialidad_594
59394282,Especialidad_7054
73202539,Especialidad_8856
17946486,Especialidad_7455
89542257,Especialidad_1360
17270432,Especialidad_1628
62950321,Especialidad_4781
69084203,Especialidad_1405
93108862,Especialidad_2534
26154340,Especialidad_3766
79201538,Especialidad_2441
84642768,Especialidad_6367
53985493,Especialidad_8744
36446864,Especialidad_382
10610521,Especialidad_7443
44912993,Especialidad_6469
27949394,Especialidad_8377
38308520,Especialidad_6754
72482521,Especialidad_412
20103939,Especialidad_8703
16179057,Especialidad_4940
97541684,Especialidad_3684
15020693,Especialidad_914
62932611,Especialidad_743
32781676,Especialidad_816
29426290,Especialidad_9478
20307570,Especialidad_4212
40878759,Especialidad_9084
15201950,Especialidad_7904
37219429,Especialidad_7038
95891275,Especialidad_6280
53217250,Especialidad_2735
80884800,Especialidad_3816
37727616,Especialidad_1987
78238310,Especialidad_6084
48387581,Especialidad_9283
95398209,Especialidad_4286
43030594,Especialidad_9506
24543246,Especialidad_4241
22812910,Especialidad_221
33373379,Especialidad_3983
57386020,Especialidad_2830
23699215,Especialidad_3506
17517837,Especialidad_3760
72830940,Especialidad_1362
58852978,Especialidad_1778
18366605,Especialidad_3569
99530653,Especialidad_5973
16627285,Especialidad_3759
62621119,Especialidad_5433
89051390,Especialidad_9300
26230995,Especialidad_8043
53053379,Especialidad_2130
18208475,Especialidad_8930
53890822,Especialidad_4540
65649502,Especialidad_1866
28266922,Especialidad_6150
39453693,Especialidad_4500
64128027,Especialidad_6727
53851628,Especialidad_4343
67318699,Especialidad_7175
26846630,Especialidad_7517
91600082,Especialidad_1490
57693794,Especialidad_2716
85336048,Especialidad_2588
44485602,Especialidad_6481
14924450,Especialidad_1151
56863399,Especialidad_2994
95067733,Especialidad_2999
34289208,Especialidad_3152
38184011,Especialidad_8312
96340806,Especialidad_77
51721016,Especialidad_1122
15809443,Especialidad_7679
79396652,Especialidad_9097
75045152,Especialidad_2385
29954381,Especialidad_1165
32585302,Especialidad_7958
44082087,Especialidad_6011
15419684,Especialidad_5242
50949497,Especialidad_4698
14697300,Especialidad_2874
47205218,Especialidad_7848
72960278,Especialidad_4285
86315559,Especialidad_1878
21151885,Especialidad_5333
17574465,Especialidad_3419
93961760,Especialidad_9374
26253145,Especialidad_9203
77786505,Especialidad_9997
38826090,Especialidad_2940
57208597,Especialidad_1475
82510044,Especialidad_1306
86473588,Especialidad_5960
28615231,Especialidad_8439
56334483,Especialidad_1218
75390394,Especialidad_3141
79819327,Especialidad_9975
70160635,Especialidad_8061
12619300,Especialidad_544
98211722,Especialidad_6709
47520108,Especialidad_7436
51645148,Especialidad_151
64013536,Especialidad_1645
68153568,Especialidad_735
76536685,Especialidad_2399
95622026,Especialidad_8890
20163849,Especialidad_6751
62784150,Especialidad_2092
13226625,Especialidad_9416
21510303,Especialidad_1879
86739940,Especialidad_921
48840381,Especialidad_2888
17989056,Especialidad_5503
27248671,Especialidad_2794
29771953,Especialidad_6955
64278254,Especialidad_9217
78519690,Especialidad_2102
20010623,Especialidad_6829
15543938,Especialidad_4109
46262582,Especialidad_5691
55752444,Especialidad_6134
48096503,Especialidad_4030
13342956,Especialidad_8409
21677205,Especialidad_1535
62561842,Especialidad_6719
26470228,Especialidad_557
75460476,Especialidad_3043
86554257,Especialidad_3118
33300255,Especialidad_68
44186154,Especialidad_2106
35785262,Especialidad_705
29734170,Especialidad_2143
56765357,Especialidad_4267
57466957,Especialidad_7522
30044848,Especialidad_8508
84769506,Especialidad_6019
81393208,Especialidad_8195
88509087,Especialidad_8271
11310185,Especialidad_491
98040537,Especialidad_8667
77764655,Especialidad_8047
48149539,Especialidad_9232
87007240,Especialidad_4309
89372965,Especialidad_6131
79436188,Especialidad_1054
35963786,Especialidad_1887
37727290,Especialidad_3500
59757264,Especialidad_4563
22383101,Especialidad_4621
91314621,Especialidad_8727
71657211,Especialidad_6
13676636,Especialidad_42
96430764,Especialidad_7624
12954817,Especialidad_2492
95054124,Especialidad_9747
73041922,Especialidad_2111
75570701,Especialidad_5837
78150005,Especialidad_9019
17883206,Especialidad_3795
95398832,Especialidad_6698
94756750,Especialidad_3977
54960643,Especialidad_2740
42053162,Especialidad_8842
50174898,Especialidad_191
22419239,Especialidad_1084
80959857,Especialidad_9350
99191237,Especialidad_2310
61661262,Especialidad_6017
25732265,Especialidad_618
81649401,Especialidad_978
78116589,Especialidad_1438
92086866,Especialidad_3706
80046037,Especialidad_9986
10789191,Especialidad_1909
90237649,Especialidad_300
83150202,Especialidad_8333
71214391,Especialidad_102
31477223,Especialidad_9687
98794632,Especialidad_7245
25060750,Especialidad_7809
25905729,Especialidad_1751
91727931,Especialidad_6150
57927895,Especialidad_8470
20220747,Especialidad_201
35379079,Especialidad_113
43041199,Especialidad_1646
51673787,Especialidad_4827
39518314,Especialidad_2728
21865300,Especialidad_6769
48530121,Especialidad_7593
15875224,Especialidad_8595
31350139,Especialidad_367
61599627,Especialidad_347
39948572,Especialidad_5782
97297712,Especialidad_7241
75117256,Especialidad_9451
49107476,Especialidad_1432
14689201,Especialidad_6726
91750837,Especialidad_2219
93101195,Especialidad_4078
65158003,Especialidad_7562
15152241,Especialidad_3160
11051764,Especialidad_8027
73945646,Especialidad_4663
62398399,Especialidad_4296
21067096,Especialidad_5949
20272522,Especialidad_9943
57524132,Especialidad_7071
43316172,Especialidad_9757
73355243,Especialidad_3422
43816503,Especialidad_6151
74375222,Especialidad_7355
18458816,Especialidad_384
61456566,Especialidad_5170
58457779,Especialidad_1089
55755135,Especialidad_2870
48631451,Especialidad_8373
47624088,Especialidad_6101
86527471,Especialidad_229
45415934,Especialidad_3187
36690030,Especialidad_3539
56825486,Especialidad_2297
16198656,Especialidad_2431
68976730,Especialidad_8592
97096050,Especialidad_217
75280950,Especialidad_2722
35046530,Especialidad_3786
13748876,Especialidad_1
70861837,Especialidad_1665
50053493,Especialidad_6146
96000712,Especialidad_77
61213483,Especialidad_7760
73929955,Especialidad_2050
83655704,Especialidad_7325
37894465,Especialidad_6275
20424105,Especialidad_4880
26406343,Especialidad_4286
20070080,Especialidad_7862
17288347,Especialidad_988
35454892,Especialidad_7672
11231724,Especialidad_3177
60828690,Especialidad_414
70184838,Especialidad_3369
35134693,Especialidad_1689
53652945,Especialidad_2387
83140062,Especialidad_7392
87580755,Especialidad_4934
92265493,Especialidad_1290
15947262,Especialidad_665
41475913,Especialidad_1253
80376046,Especialidad_3365
33454486,Especialidad_88
43956333,Especialidad_7330
33648323,Especialidad_805
76003351,Especialidad_6815
36529753,Especialidad_2184
55520993,Especialidad_9148
97522875,Especialidad_3077
32772492,Especialidad_6634
70328959,Especialidad_5457
11260320,Especialidad_4575
92077225,Especialidad_3442
64274511,Especialidad_2219
49411756,Especialidad_3374
61539325,Especialidad_7382
11876265,Especialidad_3593
39638356,Especialidad_5217
81711443,Especialidad_1632
97668458,Especialidad_8675
73028113,Especialidad_7632
47147681,Especialidad_8931
64138547,Especialidad_9010
47272106,Especialidad_706
39566319,Especialidad_2336
23497934,Especialidad_732
98770589,Especialidad_6804
99745866,Especialidad_7003
73726128,Especialidad_4638
31681585,Especialidad_8626
48758615,Especialidad_1390
42866355,Especialidad_4987
73020833,Especialidad_2746
79823667,Especialidad_9979
39608817,Especialidad_3577
46381224,Especialidad_9593
19249136,Especialidad_1642
58739906,Especialidad_7718
98261818,Especialidad_4364
80926012,Especialidad_9393
31135811,Especialidad_2085
76959651,Especialidad_9906
17779003,Especialidad_7400
97961356,Especialidad_9771
28841719,Especialidad_3913
92321982,Especialidad_3334
73759091,Especialidad_2471
15462564,Especialidad_9512
20625008,Especialidad_364
69091796,Especialidad_1020
11157683,Especialidad_7932
29326690,Especialidad_8001
89310609,Especialidad_6869
65783092,Especialidad_9806
40492227,Especialidad_1436
79595010,Especialidad_4336
58736939,Especialidad_9440
16580823,Especialidad_393
51828134,Especialidad_317
81422440,Especialidad_8575
29473392,Especialidad_6712
93336566,Especialidad_9961
34820919,Especialidad_2620
27455991,Especialidad_2568
54047067,Especialidad_2343
60824260,Especialidad_1350
44976128,Especialidad_947
56644575,Especialidad_4823
63671907,Especialidad_8789
95313464,Especialidad_7385
11130590,Especialidad_3229
53266606,Especialidad_3938
74550692,Especialidad_3737
53385367,Especialidad_2496
71189771,Especialidad_9155
